岗位名称,公司名,招聘详情页,薪资,工作地点,身份要求,学历要求,公司规模,公司简介
公关,保利商业物业,https://www.shixiseng.com/intern/inn_r6s8abms0qyn?pcm=pc_SearchList,6k-8k/月,广州,| 应届生 | 毕业1年内,| 硕士,2000人以上,下午茶福利，气氛活跃，运动福利，可穿戴设备，老板年轻，福利齐全
公关,运营宝,https://www.shixiseng.com/intern/inn_ww2phonh7dlp?pcm=pc_SearchList,5k-6k/月,北京,| 应届生 | 毕业1年内,| 本科,150-500人,位置便利，带薪病假，机遇多，团队轻松活跃，与成功者为伴，高逼格大厦
公关,9377游戏,https://www.shixiseng.com/intern/inn_hunqck2fhjz9?pcm=pc_SearchList,薪资面议,广州,| 应届生 | 毕业1年内,| 本科,500-2000人,人生导师，学习内容多，活跃的工作环境，大牛多，六险一金，包三餐
公关,华润置地,https://www.shixiseng.com/intern/inn_dngtmyczlni2?pcm=pc_SearchList,8k-10k/月,青岛,| 应届生,| 不限,150-500人, 
公关,哲基咨询,https://www.shixiseng.com/intern/inn_jrxbsjufen4f?pcm=pc_SearchList,薪资面议,深圳,| 应届生 | 毕业1年内,| 本科,150-500人,加薪升职不限，双休，90后团队，共同成长学习，创造性强，吃得好氛围好，该有的都有，公共关系，实习留用机制，员工旅游
公关,乐有家,https://www.shixiseng.com/intern/inn_lqmez4kxy2hd?pcm=pc_SearchList,5k-12k/月,武汉,| 应届生 | 毕业1年内,| 不限,500-2000人, 
公关,太平洋网络,https://www.shixiseng.com/intern/inn_iztkxudvecy2?pcm=pc_SearchList,6k-8k/月,广州,| 应届生,| 本科,500-2000人, 
公关,建众咨询,https://www.shixiseng.com/intern/inn_kj67k0g8ildg?pcm=pc_SearchList,6k-10k/月,广州,| 应届生,| 不限,150-500人,生日祝福金，晋升空间，国内外旅游，薪酬福利好，氛围欢快，优秀导师，机会多，该有的都有
公关,几光,https://www.shixiseng.com/intern/inn_9igcpdofu0xq?pcm=pc_SearchList,5k-8k/月,广州,| 应届生,| 本科,150-500人,关注员工发展，脑洞，扁平化管理，活力，科技
公关,9377游戏,https://www.shixiseng.com/intern/inn_hytnxyrfwie1?pcm=pc_SearchList,薪资面议,广州,| 应届生 | 毕业1年内,| 本科,500-2000人,人生导师，学习内容多，活跃的工作环境，大牛多，六险一金，包三餐
公关,太平洋网络,https://www.shixiseng.com/intern/inn_adiwumt6aqsp?pcm=pc_SearchList,6k-8k/月,广州,| 应届生,| 本科,500-2000人, 
公关,乐有家,https://www.shixiseng.com/intern/inn_yacvj0itjk2i?pcm=pc_SearchList,5k-10k/月,重庆,| 应届生 | 毕业1年内,| 大专,500-2000人, 
公关,妍泽医美,https://www.shixiseng.com/intern/inn_sjtlx5smbpwk?pcm=pc_SearchList,4k-6k/月,武汉,| 应届生 | 毕业1年内,| 大专,150-500人,完备岗位培训，以老带新，独栋办公楼，视才如命
公关,心源互动,https://www.shixiseng.com/intern/inn_cpciho9nwt3m?pcm=pc_SearchList,薪资面议,广州,| 应届生,| 本科,500-2000人,技术大牛带教，老板超奈斯，创新&amp; 活跃，五险一金，有温度，薪酬福利好
公关,粉星时尚,https://www.shixiseng.com/intern/inn_eumfzpm3eqgd?pcm=pc_SearchList,5k-8k/月,广州,| 应届生 | 毕业1年内,| 本科,50-150人,扁平管理，包午餐，周末双休，年终奖，氛围轻松，入职配备苹果电脑，化妆品护肤品福利
公关,珠海市乐有家,https://www.shixiseng.com/intern/inn_gtzl3titudle?pcm=pc_SearchList,6k-10k/月,长沙,| 应届生 | 毕业1年内,| 本科,2000人以上,高端资源平台
公关,HYlink,https://www.shixiseng.com/intern/inn_frhli9bihfwj?pcm=pc_SearchList,6k-7k/月,上海,| 应届生 | 毕业1年内,| 本科,150-500人,团队体验，创新&amp; 活跃，帅哥美女福利
公关,HYlink,https://www.shixiseng.com/intern/inn_8zuszqag7bjd?pcm=pc_SearchList,6k-7k/月,上海,| 应届生 | 毕业1年内,| 本科,150-500人,团队体验，创新&amp; 活跃，帅哥美女福利
公关,北京新创娱游科技有限公司,https://www.shixiseng.com/intern/inn_oegppawx3toy?pcm=pc_SearchList,薪资面议,北京,| 应届生,| 本科,150-500人,出海游戏，项目奖金，下午茶活动，团队年轻专业，发展空间大
公关,真格基金,https://www.shixiseng.com/intern/inn_bcfopnpqa2rb?pcm=pc_SearchList,薪资面议,北京,| 应届生 | 毕业1年内,| 本科,50-150人,工作环境棒，锻炼能力，入职培训，实习工资高，零食多，拓展人脉圈，精英多，福利，各种产品试吃试玩
公关,浙江绿城生活服务集团有限公司,https://www.shixiseng.com/intern/inn_weyggmodqmyb?pcm=pc_SearchList,5k-8k/月,杭州,| 应届生,| 本科,2000人以上,平台大，团对Nice
公关,蓝标传媒,https://www.shixiseng.com/intern/inn_g3rr8x8byei5?pcm=pc_SearchList,薪资面议,北京,| 应届生,| 本科,2000人以上,边听音乐边工作，食堂便宜好吃，轻松活跃，暖暖下午茶，帅哥美女都多，活力&amp; 创新
公关,德施曼,https://www.shixiseng.com/intern/inn_vgvqx750odz9?pcm=pc_SearchList,3k-4k/月,杭州,| 应届生,| 本科,500-2000人,年轻朝气，工作开心，社保&amp; 双休
公关,蓝标传媒,https://www.shixiseng.com/intern/inn_uboivd12gvfv?pcm=pc_SearchList,薪资面议,北京,| 应届生,| 本科,2000人以上,边听音乐边工作，食堂便宜好吃，轻松活跃，暖暖下午茶，帅哥美女都多，活力&amp; 创新
公关,慕可生物,https://www.shixiseng.com/intern/inn_nifin2oimsku?pcm=pc_SearchList,5k-10k/月,广州,| 应届生,| 本科,2000人以上, 
公关,创必承,https://www.shixiseng.com/intern/inn_xf28nwb8mu9e?pcm=pc_SearchList,6k-8k/月,广州,| 应届生,| 本科,150-500人,工作开心，晋升机会，国际旅游，入职五险一金，互联网/金融，每周双休
公关,毛戈平化妆品,https://www.shixiseng.com/intern/inn_lqyzyuaeyijf?pcm=pc_SearchList,5k-7k/月,杭州,| 毕业1年内,| 本科,500-2000人,多元化业务，小鲜肉多多哒，良心工资，锻炼能力，员工活动丰富，生日蛋糕嗲，公司环境好，各种节日福利，地铁周边
公关,几光,https://www.shixiseng.com/intern/inn_ob1noxgzhrfw?pcm=pc_SearchList,5k-8k/月,广州,| 应届生,| 本科,150-500人,关注员工发展，脑洞，扁平化管理，活力，科技
公关,微谷众创社区,https://www.shixiseng.com/intern/inn_x9t9ct4d6ssr?pcm=pc_SearchList,4k-9k/月,广州,| 应届生 | 毕业1年内,| 本科,15-50人,五险一金，发展空间，快速扩张中，环境轻松，团建活动，能力锻炼，年轻、活力，同大牛交流，自带食堂，广阔发展平台
公关,蓝标传媒,https://www.shixiseng.com/intern/inn_cnemdlec2xrl?pcm=pc_SearchList,薪资面议,上海,| 应届生,| 本科,2000人以上,边听音乐边工作，食堂便宜好吃，轻松活跃，暖暖下午茶，帅哥美女都多，活力&amp; 创新
公关,TBA,https://www.shixiseng.com/intern/inn_matafov1ufzu?pcm=pc_SearchList,3k/月,北京,| 应届生 | 毕业1年内,| 本科,150-500人,外企，充满活力，平台起点高，团队靠谱，项目经验，优越办公环境
公关,基础颜究,https://www.shixiseng.com/intern/inn_qppdjkzwcotu?pcm=pc_SearchList,6k-8k/月,上海,| 应届生 | 毕业1年内,| 本科,15-50人,热爱护肤，大牌护肤试用，员工福利多，护肤专业知识，行业大咖
公关,华住酒店,https://www.shixiseng.com/intern/xjb_ua1jvjzar00o?pcm=pc_SearchList,薪资面议,上海, , , , 
公关,才星文化创意,https://www.shixiseng.com/intern/inn_zntzwixagzs3?pcm=pc_SearchList,5k-8k/月,杭州,| 毕业1年内 | 应届生,| 本科,少于15人,创新; 活跃，管理扁平化，大牛集聚，漂亮小姐姐，团队作战
公关,广州卓动,https://www.shixiseng.com/intern/inn_fazxkwxfiele?pcm=pc_SearchList,6k-9k/月,广州,| 应届生,| 本科,150-500人,灵活上班时间，双休，部门团建，大牛多，多元化福利，扁平化
公关,乐有家,https://www.shixiseng.com/intern/inn_m3ouhsrd6vqb?pcm=pc_SearchList,5k-9k/月,徐州,| 应届生 | 毕业1年内,| 大专,500-2000人, 
公关,CoFANCY,https://www.shixiseng.com/intern/inn_1ytpjc9hezlv?pcm=pc_SearchList,8k-12k/月,北京,| 应届生 | 毕业1年内,| 本科,50-150人,美妆快消，餐补车补，零食下午茶，敬业的精神，轮岗机会，环境特别好
公关,LUCY LEE,https://www.shixiseng.com/intern/inn_4xyum34gvgli?pcm=pc_SearchList,6k-8k/月,北京,| 应届生 | 毕业1年内,| 本科,15-50人,福利体系完善，福利优越，视野宽广
公关,蓝标传媒,https://www.shixiseng.com/intern/inn_3t5fc06abl4j?pcm=pc_SearchList,薪资面议,杭州,| 应届生,| 本科,2000人以上,边听音乐边工作，食堂便宜好吃，轻松活跃，暖暖下午茶，帅哥美女都多，活力&amp; 创新
公关,英雄游戏,https://www.shixiseng.com/intern/inn_xt68kkdfz9tb?pcm=pc_SearchList,薪资面议,北京,| 应届生 | 毕业1年内,| 本科,500-2000人,公司食堂，狂野团建，超长年假，英雄学院
公关,华住酒店,https://www.shixiseng.com/intern/xjb_ua1jvjzar00o?pcm=pc_SearchList,薪资面议,上海, , , , 
公关,小雨科技,https://www.shixiseng.com/intern/xjb_xunezqlcelvh?pcm=pc_SearchList,10k-15k/月,厦门, , , , 
公关,小雨科技,https://www.shixiseng.com/intern/xjb_iysmxbr2fudb?pcm=pc_SearchList,10k-12k/月,厦门, , , , 
公关,捷佳润集团,https://www.shixiseng.com/intern/xjb_m7kbgvuhazgl?pcm=pc_SearchList,10k-15k/月,河池, , , , 
公关,松霖科技,https://www.shixiseng.com/intern/xjb_dbb5w2fqeswx?pcm=pc_SearchList,6k-8k/月,厦门, , , , 
公关,奇安信集团,https://www.shixiseng.com/intern/xjb_zbrcc5zww9pm?pcm=pc_SearchList,薪资面议,北京, , , , 
公关,顺磊集团,https://www.shixiseng.com/intern/xjb_fszjkobjxinx?pcm=pc_SearchList,8k-15k/月,厦门, , , , 
公关,三利中德,https://www.shixiseng.com/intern/xjb_eewn9ij87evw?pcm=pc_SearchList,薪资面议,兰州, , , , 
公关,造化集团,https://www.shixiseng.com/intern/xjb_bodbkwrfd4tz?pcm=pc_SearchList,20k-50k/月,厦门, , , , 
公关,新区发展,https://www.shixiseng.com/intern/xjb_2uoavema8jh2?pcm=pc_SearchList,薪资面议,贵阳, , , , 
公关,园林景观工程,https://www.shixiseng.com/intern/xjb_sfqjpdtahumj?pcm=pc_SearchList,薪资面议,莆田, , , , 
公关,圣和药业,https://www.shixiseng.com/intern/xjb_mp77njc9bssi?pcm=pc_SearchList,6k-8k/月,南京, , , , 
公关,陌推网络,https://www.shixiseng.com/intern/xjb_u3b0oksmeb2e?pcm=pc_SearchList,12k-15k/月,福州, , , , 
