岗位名称,公司名,招聘详情页,薪资,工作地点,身份要求,学历要求,公司规模,公司简介
广告,新鞍投资,https://www.shixiseng.com/intern/xjb_qgwrnmwrm4ye?pcm=pc_SearchList,3k-5k/月,鞍山, , , , 
广告,太平洋網絡,https://www.shixiseng.com/intern/xjb_4aj3yxixf1dv?pcm=pc_SearchList,5k-8k/月,广州, , , , 
广告,太平洋电脑,https://www.shixiseng.com/intern/xjb_up2cijzcuf9n?pcm=pc_SearchList,薪资面议,广州, , , , 
广告,巨量引擎,https://www.shixiseng.com/intern/xjb_j9vse5zikgn1?pcm=pc_SearchList,薪资面议, , , , , 
广告,乐元素科技（北京）,https://www.shixiseng.com/intern/xjb_wspvvp1dfsja?pcm=pc_SearchList,薪资面议,北京, , , , 
广告,爱的番茄,https://www.shixiseng.com/intern/inn_mtzysclvzfb1?pcm=pc_SearchList,薪资面议,深圳,| 应届生 | 毕业1年内,| 本科,500-2000人,游戏行业，开放包容，年轻团队，弹性/双休，零食/下午茶，带薪假/撸猫
广告,搜狐畅游,https://www.shixiseng.com/intern/inn_cshtuobh9gce?pcm=pc_SearchList,4k-6k/月,福州,| 应届生,| 本科,150-500人,创新，技术团队牛逼，拥抱变化，富有挑战，环境轻松，年轻人的平台，活力，见明星，社交媒体
广告,天下互动,https://www.shixiseng.com/intern/inn_xtqobgurc2ep?pcm=pc_SearchList,6k-10k/月,北京,| 应届生 | 毕业1年内,| 本科,15-50人,发展前景好，精益创业，舒适办公场地，办公室氛围好，创新&amp; 活跃，各种零食
广告,芃芃网络,https://www.shixiseng.com/intern/inn_h6dm2m91hq1i?pcm=pc_SearchList,6k-8k/月,上海,| 应届生 | 毕业1年内,| 本科,15-50人,环境好氛围好，不限经验
广告,心源互动,https://www.shixiseng.com/intern/inn_cpciho9nwt3m?pcm=pc_SearchList,薪资面议,广州,| 应届生,| 本科,500-2000人,技术大牛带教，老板超奈斯，创新&amp; 活跃，五险一金，有温度，薪酬福利好
广告,星播影视,https://www.shixiseng.com/intern/xjb_dompjvqufz1y?pcm=pc_SearchList,3k-4k/月,南宁, , , , 
广告,amanacliq,https://www.shixiseng.com/intern/inn_l3iikfvotxrg?pcm=pc_SearchList,6k-8k/月,上海,| 应届生 | 毕业1年内,| 大专,50-150人,晋升机会，机会，新媒体行业，上级同事很好，地铁边
广告,吉比特,https://www.shixiseng.com/intern/xjb_6fw9lorkn5qd?pcm=pc_SearchList,10k-20k/月,深圳, , , , 
广告,搜狐,https://www.shixiseng.com/intern/inn_fjb04856zarh?pcm=pc_SearchList,薪资面议,广州,| 应届生,| 本科,2000人以上,良好团队氛围，有大牛，丰厚实习佣金，帅哥美女多，快速成长，自我提升，团队建设活动，可留任，高逼格环境，15天带薪年假
广告,搜狐,https://www.shixiseng.com/intern/inn_nvyjf9uefumf?pcm=pc_SearchList,薪资面议,上海,| 应届生,| 本科,2000人以上,良好团队氛围，有大牛，丰厚实习佣金，帅哥美女多，快速成长，自我提升，团队建设活动，可留任，高逼格环境，15天带薪年假
广告,Digirepub大合广告,https://www.shixiseng.com/intern/inn_anagapupvkyt?pcm=pc_SearchList,3k-8k/月,上海,| 应届生,| 本科,50-150人,免费零食水果，薪酬福利好，能力提升快，咖啡，留用机会，落户机会
广告,萌牙科技,https://www.shixiseng.com/intern/inn_czrummmjhsve?pcm=pc_SearchList,10k-12k/月,宁波,| 应届生 | 毕业1年内,| 本科,150-500人,创客，福利环境超好，团队努力向上，双休年假，员工团建，节假日福利
广告,介子网络,https://www.shixiseng.com/intern/inn_jpy2mid1ymec?pcm=pc_SearchList,5k-10k/月,杭州,| 应届生 | 毕业1年内,| 不限,15-50人,高速成长，巨大发展潜力，赋能型团队，前景项目，晋升路径清晰
广告,上海铎维文化传播有限公司,https://www.shixiseng.com/intern/inn_y9hc7ot5ldt3?pcm=pc_SearchList,薪资面议,上海,| 应届生 | 毕业1年内,| 本科,少于15人,月入过万，工作自由，办公室氛围融
广告,吉比特,https://www.shixiseng.com/intern/inn_z94brr0y0duc?pcm=pc_SearchList,10k-15k/月,深圳,| 应届生,| 不限,500-2000人,环境高大上，行业领导者，薪酬福利好，专业、活力、创造，实习商业保险，美味餐厅，每月固定观影福利
广告,乐易网络,https://www.shixiseng.com/intern/inn_lz4pnlbgmkt2?pcm=pc_SearchList,8k-11k/月,深圳,| 应届生,| 不限,150-500人,年轻&amp;活力，网络游戏，发展空间，高薪实习，福利多多，干货满满
广告,吉比特,https://www.shixiseng.com/intern/inn_j7yvcnmbos2c?pcm=pc_SearchList,10k-15k/月,深圳,| 应届生,| 本科,500-2000人,环境高大上，行业领导者，薪酬福利好，专业、活力、创造，实习商业保险，美味餐厅，每月固定观影福利
